0.729376,61312.68371868556
0.73104,62595.753994309474
0.732704,63872.996462418654
0.734368,65144.45073859427
0.736032,66410.15608017043
0.737696,67670.15139027458
0.73936,68924.47522181345
0.741024,70173.16578140519
0.776992,68263.25110168444
0.778656,69453.00620556445
0.78032,70637.68710272708
0.781984,71817.32618570201
0.783648,72991.95557188941
0.785312,74161.60710647488
0.786976,75326.3123653072
0.78864,76486.1026577399
0.790304,77641.00902943677
0.791968,78791.06226514203
0.793632,79936.29289141567
0.795296,81076.73117933449
0.79696,82212.4071471592
0.798624,83343.3505629683
0.800288,84469.59094725898
0.801952,85591.15757551574
0.803616,86708.07948074702
0.80528,87820.38545599046
0.806944,88928.1040567871
0.808608,90031.26360362499
0.810272,91129.89218435291
0.811936,92224.01765656407
1.679264,26011.395468490955
3.866096,19637.380965190725
