0.0,1.0
0.06019,2.0
0.12362,3.0
0.18704,4.0
0.24963,5.0
0.2513,6.0
0.31306,7.0
0.31472,8.0
0.31638,9.0
0.37648,10.0
0.37814,11.0
0.37981,12.0
0.38147,13.0
0.43907,14.0
0.44074,15.0
0.4424,16.0
0.44406,17.0
0.44573,18.0
0.44739,19.0
0.50166,20.0
0.50333,21.0
0.50499,22.0
0.50666,23.0
0.50832,24.0
0.50998,25.0
0.51165,26.0
0.51331,27.0
0.51498,28.0
0.56426,29.0
0.56592,30.0
0.56758,31.0
0.56925,32.0
0.57091,33.0
0.57258,34.0
0.57424,35.0
0.5759,36.0
0.57757,37.0
0.57923,38.0
0.5809,39.0
0.58256,40.0
0.58422,41.0
0.58589,42.0
0.62768,43.0
0.62934,44.0
0.63101,45.0
0.63267,46.0
0.63434,47.0
0.636,48.0
0.63766,49.0
0.63933,50.0
0.64099,51.0
0.64266,52.0
0.64432,53.0
0.64598,54.0
0.64765,55.0
0.64931,56.0
0.65098,57.0
0.65264,58.0
0.6543,59.0
0.65597,60.0
0.65763,61.0
0.6593,62.0
0.66096,63.0
0.6911,64.0
0.69277,65.0
0.69443,66.0
0.6961,67.0
0.69776,68.0
0.69942,69.0
0.70109,70.0
0.70275,71.0
0.70442,72.0
0.70608,73.0
0.70774,74.0
0.70941,75.0
0.71107,76.0
0.71274,77.0
0.7144,78.0
0.71606,79.0
0.71773,80.0
0.71939,81.0
0.72106,82.0
0.72272,83.0
0.72438,84.0
0.72605,85.0
0.72771,86.0
0.72938,87.0
0.73104,88.0
0.7327,89.0
0.73437,90.0
0.73603,91.0
0.7377,92.0
0.73936,93.0
0.74102,94.0
0.7537,95.0
0.75536,96.0
0.75702,97.0
0.75869,98.0
0.76035,99.0
0.76202,100.0
0.76368,101.0
0.76534,102.0
0.76701,103.0
0.76867,104.0
0.77034,105.0
0.772,106.0
0.77366,107.0
0.77533,108.0
0.77699,109.0
0.77866,110.0
0.78032,111.0
0.78198,112.0
0.78365,113.0
0.78531,114.0
0.78698,115.0
0.78864,116.0
0.7903,117.0
0.79197,118.0
0.79363,119.0
0.7953,120.0
0.79696,121.0
0.79862,122.0
0.80029,123.0
0.80195,124.0
0.80362,125.0
0.80528,126.0
0.80694,127.0
0.80861,128.0
0.81027,129.0
0.81194,130.0
0.81443,65.0
0.89763,65.015
1.09763,1.0
1.16022,2.0
1.22282,3.0
1.28541,4.0
1.2879,5.0
1.34966,6.0
1.35216,7.0
1.41142,8.0
1.47402,9.0
1.47651,10.0
1.47901,11.0
1.4815,12.0
1.53827,13.0
1.54077,14.0
1.54326,15.0
1.54576,16.0
1.5992,17.0
1.6017,18.0
1.60419,19.0
1.60669,20.0
1.60918,21.0
1.61168,22.0
1.66179,23.0
1.66429,24.0
1.66678,25.0
1.66928,26.0
1.67178,27.0
1.67427,28.0
1.67677,29.0
1.67926,30.0
1.74851,31.0
1.75018,32.0
1.75184,32.031
1.7535,32.062
1.75517,32.094
1.75683,32.125
1.7585,32.156
1.76016,32.187
1.76182,32.218
1.8111,16.109
1.8737,16.171
2.0737,1.0
2.13629,2.0
2.19936,3.0
2.20019,4.0
2.26195,5.0
2.26358,6.0
2.26442,7.0
2.26525,8.0
2.32454,8.125
2.32538,8.248
2.32621,8.369
2.32784,8.489
2.39206,8.607
2.39373,8.723
2.39539,8.837
2.39706,8.951
2.39872,9.062
2.45715,9.173
2.45882,9.282
2.46048,9.389
2.46214,9.496
2.51974,9.601
2.52141,9.705
2.52307,9.808
2.52474,9.91
2.58234,10.011
2.5848,10.111
2.58646,10.21
2.58813,10.308
2.64493,10.405
2.64739,10.501
2.64906,10.596
2.65072,10.691
2.65238,10.784
2.70835,10.877
2.71162,10.969
2.71328,11.06
2.71494,11.151
2.71661,11.24
2.77178,11.329
2.77584,11.417
2.7775,11.505
2.77917,11.592
2.78083,11.678
2.83437,11.764
2.83843,11.849
2.8409,11.933
2.84256,12.017
2.84422,12.1
2.89696,12.183
2.90102,12.265
2.90349,12.347
2.90515,12.428
2.90682,12.508
2.90848,12.588
2.96038,12.667
2.96445,12.746
2.96771,12.825
2.96938,12.903
2.97104,12.98
2.9727,13.057
3.02419,13.134
3.02787,13.21
3.03194,13.286
3.0336,13.361
3.03526,13.436
3.03693,13.51
3.08736,13.584
